survey=ada_a5_e5c_geometry_ablation
label,key_count,tokens_pruned_legacy,tokens_pruned_v2,total,legacy_exact,v2_exact,v2_gain
natural-118-a2-p16-l8,256,0,0,256,true,true,0
natural-119-a2-p16-l8,512,0,0,512,true,true,0
natural-120-a2-p16-l8,64,0,0,64,true,true,0
natural-121-a2-p16-l8,128,0,0,128,true,true,0
natural-122-a2-p16-l8,256,0,0,256,true,true,0
natural-123-a2-p16-l8,512,0,0,512,true,true,0
natural-124-a2-p16-l8,64,0,0,64,true,true,0
natural-125-a2-p16-l8,128,0,0,128,true,true,0
natural-126-a2-p16-l8,256,0,0,256,true,true,0
natural-127-a2-p16-l8,512,0,8,512,true,true,8
natural-128-a2-p16-l8,64,16,16,64,true,true,0
natural-129-a2-p16-l8,128,24,32,128,true,true,8
natural-130-a2-p16-l8,256,136,160,256,true,true,24
natural-131-a2-p16-l8,512,248,304,512,true,true,56
natural-132-a2-p16-l8,64,0,0,64,true,true,0
natural-133-a2-p16-l8,128,0,0,128,true,true,0
natural-134-a2-p16-l8,256,8,16,256,true,true,8
natural-135-a2-p16-l8,512,224,232,512,true,true,8
natural-136-a2-p16-l8,64,0,0,64,true,true,0
natural-137-a2-p16-l8,128,16,16,128,true,true,0
natural-138-a2-p16-l8,256,32,64,256,true,true,32
natural-139-a2-p16-l8,512,104,160,512,true,true,56
natural-140-a2-p16-l8,64,0,0,64,true,true,0
natural-141-a2-p16-l8,128,0,0,128,true,true,0
natural-142-a2-p16-l8,256,0,0,256,true,true,0
natural-143-a2-p16-l8,512,0,0,512,true,true,0
natural-144-a2-p16-l8,64,0,0,64,true,true,0
natural-145-a2-p16-l8,128,8,8,128,true,true,0
natural-146-a2-p16-l8,256,8,8,256,true,true,0
natural-147-a2-p16-l8,512,8,8,512,true,true,0
natural-148-a2-p16-l8,64,0,0,64,true,true,0
natural-149-a2-p16-l8,128,8,8,128,true,true,0
natural-150-a2-p16-l8,256,8,8,256,true,true,0
natural-151-a2-p16-l8,512,8,8,512,true,true,0
natural-152-a2-p16-l8,64,0,0,64,true,true,0
natural-153-a2-p16-l8,128,0,0,128,true,true,0
natural-154-a2-p16-l8,256,8,8,256,true,true,0
natural-155-a2-p16-l8,512,16,16,512,true,true,0
natural-156-a2-p16-l8,64,0,0,64,true,true,0
natural-157-a2-p16-l8,128,0,0,128,true,true,0
natural-158-a2-p16-l8,256,8,8,256,true,true,0
natural-159-a2-p16-l8,512,8,8,512,true,true,0
natural-160-a2-p16-l8,64,0,0,64,true,true,0
natural-161-a2-p16-l8,128,0,0,128,true,true,0
natural-162-a2-p16-l8,256,0,0,256,true,true,0
natural-163-a2-p16-l8,512,0,0,512,true,true,0
natural-164-a2-p16-l8,64,0,0,64,true,true,0
natural-165-a2-p16-l8,128,0,0,128,true,true,0
natural-166-a2-p16-l8,256,0,0,256,true,true,0
natural-167-a2-p16-l8,512,0,0,512,true,true,0
natural-168-a2-p16-l8,64,0,0,64,true,true,0
natural-169-a2-p16-l8,128,0,0,128,true,true,0
natural-170-a2-p16-l8,256,0,0,256,true,true,0
natural-171-a2-p16-l8,512,0,0,512,true,true,0
natural-172-a2-p16-l8,64,0,0,64,true,true,0
natural-173-a2-p16-l8,128,0,0,128,true,true,0
natural-174-a2-p16-l8,256,0,0,256,true,true,0
natural-175-a2-p16-l8,512,0,0,512,true,true,0
natural-176-a2-p16-l8,64,0,16,64,true,true,16
natural-177-a2-p16-l8,128,8,24,128,true,true,16
natural-178-a2-p16-l8,256,136,160,256,true,true,24
natural-179-a2-p16-l8,512,240,280,512,true,true,40
natural-180-a2-p16-l8,64,0,0,64,true,true,0
natural-181-a2-p16-l8,128,32,32,128,true,true,0
natural-182-a2-p16-l8,256,48,72,256,true,true,24
natural-183-a2-p16-l8,512,112,128,512,true,true,16
natural-184-a2-p16-l8,64,0,0,64,true,true,0
natural-185-a2-p16-l8,128,0,8,128,true,true,8
natural-186-a2-p16-l8,256,32,40,256,true,true,8
natural-187-a2-p16-l8,512,88,120,512,true,true,32
natural-188-a2-p16-l8,64,0,0,64,true,true,0
natural-189-a2-p16-l8,128,0,0,128,true,true,0
natural-190-a2-p16-l8,256,0,0,256,true,true,0
natural-191-a2-p16-l8,512,0,0,512,true,true,0
natural-192-a2-p16-l8,64,0,0,64,true,true,0
natural-193-a2-p16-l8,128,0,0,128,true,true,0
natural-194-a2-p16-l8,256,0,0,256,true,true,0
natural-195-a2-p16-l8,512,0,0,512,true,true,0
natural-196-a2-p16-l8,64,0,0,64,true,true,0
natural-197-a2-p16-l8,128,16,16,128,true,true,0
natural-198-a2-p16-l8,256,0,0,256,true,true,0
natural-199-a2-p16-l8,512,0,0,512,true,true,0
natural-200-a2-p16-l8,64,0,0,64,true,true,0
natural-201-a2-p16-l8,128,0,0,128,true,true,0
natural-202-a2-p16-l8,256,0,0,256,true,true,0
natural-203-a2-p16-l8,512,16,16,512,true,true,0
natural-204-a2-p16-l8,64,0,0,64,true,true,0
natural-205-a2-p16-l8,128,0,0,128,true,true,0
natural-206-a2-p16-l8,256,0,0,256,true,true,0
natural-207-a2-p16-l8,512,0,0,512,true,true,0
natural-208-a2-p16-l8,64,0,0,64,true,true,0
natural-209-a2-p16-l8,128,0,0,128,true,true,0
natural-210-a2-p16-l8,256,0,0,256,true,true,0
natural-211-a2-p16-l8,512,0,0,512,true,true,0
natural-212-a2-p16-l8,64,0,0,64,true,true,0
natural-213-a2-p16-l8,128,0,0,128,true,true,0
natural-214-a2-p16-l8,256,0,0,256,true,true,0
natural-215-a2-p16-l8,512,8,16,512,true,true,8
natural-216-a2-p16-l8,64,0,0,64,true,true,0
natural-217-a2-p16-l8,128,0,0,128,true,true,0
natural-218-a2-p16-l8,256,0,0,256,true,true,0
natural-219-a2-p16-l8,512,0,0,512,true,true,0
natural-220-a2-p16-l8,64,0,0,64,true,true,0
natural-221-a2-p16-l8,128,0,0,128,true,true,0
natural-222-a2-p16-l8,256,0,0,256,true,true,0
natural-223-a2-p16-l8,512,0,8,512,true,true,8
natural-224-a2-p16-l8,64,0,0,64,true,true,0
natural-225-a2-p16-l8,128,0,24,128,true,true,24
natural-226-a2-p16-l8,256,80,80,256,true,true,0
natural-227-a2-p16-l8,512,320,344,512,true,true,24
natural-228-a2-p16-l8,64,0,0,64,true,true,0
natural-229-a2-p16-l8,128,0,0,128,true,true,0
natural-230-a2-p16-l8,256,80,64,256,true,true,-16
natural-231-a2-p16-l8,512,80,72,512,true,true,-8
natural-232-a2-p16-l8,64,0,0,64,true,true,0
natural-233-a2-p16-l8,128,0,0,128,true,true,0
natural-234-a2-p16-l8,256,24,24,256,true,true,0
natural-235-a2-p16-l8,512,176,224,512,true,true,48
natural-236-a2-p16-l8,64,0,0,64,true,true,0
natural-237-a2-p16-l8,128,0,0,128,true,true,0
natural-238-a2-p16-l8,256,0,0,256,true,true,0
natural-239-a2-p16-l8,512,0,8,512,true,true,8
natural-240-a2-p16-l8,64,0,0,64,true,true,0
natural-241-a2-p16-l8,128,0,0,128,true,true,0
natural-242-a2-p16-l8,256,8,8,256,true,true,0
natural-243-a2-p16-l8,512,8,8,512,true,true,0
natural-244-a2-p16-l8,64,24,24,64,true,true,0
natural-245-a2-p16-l8,128,24,24,128,true,true,0
natural-246-a2-p16-l8,256,72,72,256,true,true,0
natural-247-a2-p16-l8,512,144,144,512,true,true,0
natural-248-a2-p16-l8,64,0,0,64,true,true,0
natural-249-a2-p16-l8,128,0,0,128,true,true,0
natural-250-a2-p16-l8,256,0,0,256,true,true,0
natural-251-a2-p16-l8,512,8,8,512,true,true,0
natural-252-a2-p16-l8,64,8,0,64,true,true,-8
natural-253-a2-p16-l8,128,0,0,128,true,true,0
natural-254-a2-p16-l8,256,8,8,256,true,true,0
natural-255-a2-p16-l8,512,16,16,512,true,true,0
natural-256-a2-p16-l8,64,0,0,64,true,true,0
natural-257-a2-p16-l8,128,0,0,128,true,true,0
natural-258-a2-p16-l8,256,0,0,256,true,true,0
natural-259-a2-p16-l8,512,0,0,512,true,true,0
natural-260-a2-p16-l8,64,0,0,64,true,true,0
natural-261-a2-p16-l8,128,0,0,128,true,true,0
natural-262-a2-p16-l8,256,0,0,256,true,true,0
natural-263-a2-p16-l8,512,0,0,512,true,true,0
natural-264-a2-p16-l8,64,0,0,64,true,true,0
natural-265-a2-p16-l8,128,0,0,128,true,true,0
natural-266-a2-p16-l8,256,0,0,256,true,true,0
natural-267-a2-p16-l8,512,0,0,512,true,true,0
natural-268-a2-p16-l8,64,0,0,64,true,true,0
natural-269-a2-p16-l8,128,0,0,128,true,true,0
natural-270-a2-p16-l8,256,0,0,256,true,true,0
natural-271-a2-p16-l8,512,0,0,512,true,true,0
natural-272-a2-p16-l8,64,8,8,64,true,true,0
natural-273-a2-p16-l8,128,24,32,128,true,true,8
natural-274-a2-p16-l8,256,160,184,256,true,true,24
natural-275-a2-p16-l8,512,184,208,512,true,true,24
natural-276-a2-p16-l8,64,32,32,64,true,true,0
natural-277-a2-p16-l8,128,56,64,128,true,true,8
natural-278-a2-p16-l8,256,144,144,256,true,true,0
natural-279-a2-p16-l8,512,352,360,512,true,true,8
natural-280-a2-p16-l8,64,8,8,64,true,true,0
natural-281-a2-p16-l8,128,8,16,128,true,true,8
natural-282-a2-p16-l8,256,56,40,256,true,true,-16
natural-283-a2-p16-l8,512,88,88,512,true,true,0
natural-284-a2-p16-l8,64,0,0,64,true,true,0
natural-285-a2-p16-l8,128,0,0,128,true,true,0
natural-286-a2-p16-l8,256,0,0,256,true,true,0
natural-287-a2-p16-l8,512,0,0,512,true,true,0
natural-288-a2-p16-l8,64,0,0,64,true,true,0
natural-289-a2-p16-l8,128,0,0,128,true,true,0
natural-290-a2-p16-l8,256,0,0,256,true,true,0
natural-291-a2-p16-l8,512,8,8,512,true,true,0
natural-292-a2-p16-l8,64,8,8,64,true,true,0
natural-293-a2-p16-l8,128,40,40,128,true,true,0
natural-294-a2-p16-l8,256,16,16,256,true,true,0
natural-295-a2-p16-l8,512,96,96,512,true,true,0
natural-296-a2-p16-l8,64,0,0,64,true,true,0
natural-297-a2-p16-l8,128,0,0,128,true,true,0
natural-298-a2-p16-l8,256,8,8,256,true,true,0
natural-299-a2-p16-l8,512,24,24,512,true,true,0
natural-300-a2-p16-l8,64,8,8,64,true,true,0
natural-301-a2-p16-l8,128,8,8,128,true,true,0
natural-302-a2-p16-l8,256,8,8,256,true,true,0
natural-303-a2-p16-l8,512,8,8,512,true,true,0
natural-304-a2-p16-l8,64,0,0,64,true,true,0
natural-305-a2-p16-l8,128,0,0,128,true,true,0
natural-306-a2-p16-l8,256,0,0,256,true,true,0
natural-307-a2-p16-l8,512,0,0,512,true,true,0
natural-308-a2-p16-l8,64,0,0,64,true,true,0
natural-309-a2-p16-l8,128,0,0,128,true,true,0
natural-310-a2-p16-l8,256,0,0,256,true,true,0
natural-311-a2-p16-l8,512,0,0,512,true,true,0
natural-312-a2-p16-l8,64,0,0,64,true,true,0
natural-313-a2-p16-l8,128,0,0,128,true,true,0
natural-314-a2-p16-l8,256,0,0,256,true,true,0
natural-315-a2-p16-l8,512,0,0,512,true,true,0
natural-316-a2-p16-l8,64,0,0,64,true,true,0
natural-317-a2-p16-l8,128,0,0,128,true,true,0
natural-318-a2-p16-l8,256,0,0,256,true,true,0
natural-319-a2-p16-l8,512,0,0,512,true,true,0
natural-320-a2-p16-l8,64,0,8,64,true,true,8
natural-321-a2-p16-l8,128,8,24,128,true,true,16
natural-322-a2-p16-l8,256,48,48,256,true,true,0
natural-323-a2-p16-l8,512,216,232,512,true,true,16
natural-324-a2-p16-l8,64,16,16,64,true,true,0
natural-325-a2-p16-l8,128,32,24,128,true,true,-8
natural-326-a2-p16-l8,256,112,120,256,true,true,8
natural-327-a2-p16-l8,512,240,272,512,true,true,32
natural-328-a2-p16-l8,64,8,8,64,true,true,0
natural-329-a2-p16-l8,128,0,0,128,true,true,0
natural-330-a2-p16-l8,256,32,40,256,true,true,8
natural-331-a2-p16-l8,512,216,216,512,true,true,0
natural-332-a2-p16-l8,64,0,0,64,true,true,0
natural-333-a2-p16-l8,128,8,8,128,true,true,0
natural-334-a2-p16-l8,256,0,0,256,true,true,0
natural-335-a2-p16-l8,512,0,0,512,true,true,0
natural-336-a2-p16-l8,64,0,0,64,true,true,0
natural-337-a2-p16-l8,128,0,0,128,true,true,0
natural-338-a2-p16-l8,256,0,0,256,true,true,0
natural-339-a2-p16-l8,512,0,0,512,true,true,0
natural-340-a2-p16-l8,64,0,0,64,true,true,0
natural-341-a2-p16-l8,128,8,8,128,true,true,0
natural-342-a2-p16-l8,256,0,0,256,true,true,0
natural-343-a2-p16-l8,512,72,72,512,true,true,0
natural-344-a2-p16-l8,64,0,0,64,true,true,0
natural-345-a2-p16-l8,128,0,0,128,true,true,0
natural-346-a2-p16-l8,256,0,0,256,true,true,0
natural-347-a2-p16-l8,512,0,0,512,true,true,0
natural-348-a2-p16-l8,64,0,0,64,true,true,0
natural-349-a2-p16-l8,128,0,0,128,true,true,0
natural-350-a2-p16-l8,256,0,0,256,true,true,0
natural-351-a2-p16-l8,512,8,8,512,true,true,0
natural-352-a2-p16-l8,64,0,0,64,true,true,0
natural-353-a2-p16-l8,128,0,0,128,true,true,0
natural-354-a2-p16-l8,256,0,0,256,true,true,0
natural-355-a2-p16-l8,512,0,8,512,true,true,8
natural-356-a2-p16-l8,64,0,0,64,true,true,0
natural-357-a2-p16-l8,128,0,0,128,true,true,0
natural-358-a2-p16-l8,256,0,0,256,true,true,0
natural-359-a2-p16-l8,512,8,8,512,true,true,0
natural-360-a2-p16-l8,64,0,0,64,true,true,0
natural-361-a2-p16-l8,128,0,0,128,true,true,0
natural-362-a2-p16-l8,256,0,0,256,true,true,0
natural-363-a2-p16-l8,512,0,0,512,true,true,0
natural-364-a2-p16-l8,64,0,0,64,true,true,0
natural-365-a2-p16-l8,128,0,0,128,true,true,0
natural-366-a2-p16-l8,256,16,16,256,true,true,0
natural-367-a2-p16-l8,512,24,24,512,true,true,0
natural-368-a2-p16-l8,64,16,16,64,true,true,0
natural-369-a2-p16-l8,128,8,8,128,true,true,0
natural-370-a2-p16-l8,256,48,80,256,true,true,32
natural-371-a2-p16-l8,512,176,184,512,true,true,8
natural-372-a2-p16-l8,64,0,0,64,true,true,0
natural-373-a2-p16-l8,128,0,0,128,true,true,0
natural-374-a2-p16-l8,256,56,64,256,true,true,8
natural-375-a2-p16-l8,512,64,56,512,true,true,-8
natural-376-a2-p16-l8,64,0,0,64,true,true,0
natural-377-a2-p16-l8,128,0,0,128,true,true,0
natural-378-a2-p16-l8,256,48,88,256,true,true,40
natural-379-a2-p16-l8,512,80,104,512,true,true,24
natural-380-a2-p16-l8,64,0,0,64,true,true,0
natural-381-a2-p16-l8,128,0,8,128,true,true,8
natural-382-a2-p16-l8,256,8,8,256,true,true,0
natural-383-a2-p16-l8,512,16,8,512,true,true,-8
natural-384-a2-p16-l8,64,0,0,64,true,true,0
natural-385-a2-p16-l8,128,0,0,128,true,true,0
natural-386-a2-p16-l8,256,0,0,256,true,true,0
natural-387-a2-p16-l8,512,0,0,512,true,true,0
natural-388-a2-p16-l8,64,0,0,64,true,true,0
natural-389-a2-p16-l8,128,0,0,128,true,true,0
natural-390-a2-p16-l8,256,40,40,256,true,true,0
natural-391-a2-p16-l8,512,128,120,512,true,true,-8
natural-392-a2-p16-l8,64,0,0,64,true,true,0
natural-393-a2-p16-l8,128,0,0,128,true,true,0
natural-394-a2-p16-l8,256,0,0,256,true,true,0
natural-395-a2-p16-l8,512,0,0,512,true,true,0
natural-396-a2-p16-l8,64,0,0,64,true,true,0
natural-397-a2-p16-l8,128,0,0,128,true,true,0
natural-398-a2-p16-l8,256,0,0,256,true,true,0
natural-399-a2-p16-l8,512,0,0,512,true,true,0
natural-400-a2-p16-l8,64,0,0,64,true,true,0
natural-401-a2-p16-l8,128,0,0,128,true,true,0
natural-402-a2-p16-l8,256,0,0,256,true,true,0
natural-403-a2-p16-l8,512,0,0,512,true,true,0
natural-404-a2-p16-l8,64,0,0,64,true,true,0
natural-405-a2-p16-l8,128,0,0,128,true,true,0
natural-406-a2-p16-l8,256,0,0,256,true,true,0
natural-407-a2-p16-l8,512,0,0,512,true,true,0
natural-408-a2-p16-l8,64,0,0,64,true,true,0
natural-409-a2-p16-l8,128,0,0,128,true,true,0
natural-410-a2-p16-l8,256,0,0,256,true,true,0
natural-411-a2-p16-l8,512,0,0,512,true,true,0
natural-412-a2-p16-l8,64,0,0,64,true,true,0
natural-413-a2-p16-l8,128,0,0,128,true,true,0
natural-414-a2-p16-l8,256,0,0,256,true,true,0
natural-415-a2-p16-l8,512,0,0,512,true,true,0
natural-416-a2-p16-l8,64,8,24,64,true,true,16
natural-417-a2-p16-l8,128,64,72,128,true,true,8
natural-418-a2-p16-l8,256,192,192,256,true,true,0
natural-419-a2-p16-l8,512,368,384,512,true,true,16
natural-420-a2-p16-l8,64,0,0,64,true,true,0
natural-421-a2-p16-l8,128,48,48,128,true,true,0
natural-422-a2-p16-l8,256,32,40,256,true,true,8
natural-423-a2-p16-l8,512,256,272,512,true,true,16
natural-424-a2-p16-l8,64,0,0,64,true,true,0
natural-425-a2-p16-l8,128,0,0,128,true,true,0
natural-426-a2-p16-l8,256,88,120,256,true,true,32
natural-427-a2-p16-l8,512,128,176,512,true,true,48
natural-428-a2-p16-l8,64,0,0,64,true,true,0
natural-429-a2-p16-l8,128,0,0,128,true,true,0
natural-430-a2-p16-l8,256,0,0,256,true,true,0
natural-431-a2-p16-l8,512,16,16,512,true,true,0
natural-432-a2-p16-l8,64,0,0,64,true,true,0
natural-433-a2-p16-l8,128,0,0,128,true,true,0
natural-434-a2-p16-l8,256,0,0,256,true,true,0
natural-435-a2-p16-l8,512,0,0,512,true,true,0
natural-436-a2-p16-l8,64,8,8,64,true,true,0
natural-437-a2-p16-l8,128,24,32,128,true,true,8
natural-438-a2-p16-l8,256,32,32,256,true,true,0
natural-439-a2-p16-l8,512,64,72,512,true,true,8
natural-440-a2-p16-l8,64,0,0,64,true,true,0
natural-441-a2-p16-l8,128,0,0,128,true,true,0
natural-442-a2-p16-l8,256,0,0,256,true,true,0
natural-443-a2-p16-l8,512,0,0,512,true,true,0
natural-444-a2-p16-l8,64,0,0,64,true,true,0
natural-445-a2-p16-l8,128,0,0,128,true,true,0
natural-446-a2-p16-l8,256,0,0,256,true,true,0
natural-447-a2-p16-l8,512,64,64,512,true,true,0
natural-448-a2-p16-l8,64,0,0,64,true,true,0
natural-449-a2-p16-l8,128,0,0,128,true,true,0
natural-450-a2-p16-l8,256,0,0,256,true,true,0
natural-451-a2-p16-l8,512,0,0,512,true,true,0
natural-452-a2-p16-l8,64,0,0,64,true,true,0
natural-453-a2-p16-l8,128,0,0,128,true,true,0
natural-454-a2-p16-l8,256,0,0,256,true,true,0
natural-455-a2-p16-l8,512,0,8,512,true,true,8
natural-456-a2-p16-l8,64,0,0,64,true,true,0
natural-457-a2-p16-l8,128,0,0,128,true,true,0
natural-458-a2-p16-l8,256,0,0,256,true,true,0
natural-459-a2-p16-l8,512,0,0,512,true,true,0
natural-460-a2-p16-l8,64,0,0,64,true,true,0
natural-461-a2-p16-l8,128,0,0,128,true,true,0
natural-462-a2-p16-l8,256,8,8,256,true,true,0
natural-463-a2-p16-l8,512,56,64,512,true,true,8
natural-464-a2-p16-l8,64,0,8,64,true,true,8
natural-465-a2-p16-l8,128,56,72,128,true,true,16
natural-466-a2-p16-l8,256,112,128,256,true,true,16
natural-467-a2-p16-l8,512,256,280,512,true,true,24
natural-468-a2-p16-l8,64,24,16,64,true,true,-8
natural-469-a2-p16-l8,128,32,40,128,true,true,8
natural-470-a2-p16-l8,256,96,120,256,true,true,24
natural-471-a2-p16-l8,512,296,336,512,true,true,40
natural-472-a2-p16-l8,64,0,0,64,true,true,0
natural-473-a2-p16-l8,128,0,0,128,true,true,0
natural-474-a2-p16-l8,256,16,24,256,true,true,8
natural-475-a2-p16-l8,512,48,72,512,true,true,24
natural-476-a2-p16-l8,64,0,0,64,true,true,0
natural-477-a2-p16-l8,128,0,0,128,true,true,0
natural-478-a2-p16-l8,256,0,0,256,true,true,0
natural-479-a2-p16-l8,512,0,8,512,true,true,8
natural-480-a2-p16-l8,64,0,0,64,true,true,0
natural-481-a2-p16-l8,128,0,0,128,true,true,0
natural-482-a2-p16-l8,256,0,0,256,true,true,0
natural-483-a2-p16-l8,512,0,0,512,true,true,0
natural-484-a2-p16-l8,64,0,0,64,true,true,0
natural-485-a2-p16-l8,128,24,24,128,true,true,0
natural-486-a2-p16-l8,256,24,24,256,true,true,0
natural-487-a2-p16-l8,512,120,120,512,true,true,0
natural-488-a2-p16-l8,64,0,0,64,true,true,0
natural-489-a2-p16-l8,128,0,0,128,true,true,0
natural-490-a2-p16-l8,256,0,0,256,true,true,0
natural-491-a2-p16-l8,512,0,0,512,true,true,0
natural-492-a2-p16-l8,64,0,0,64,true,true,0
natural-493-a2-p16-l8,128,0,0,128,true,true,0
