survey=ada_a5_e5c_geometry_ablation
label,key_count,tokens_pruned_legacy,tokens_pruned_v2,total,legacy_exact,v2_exact,v2_gain
natural-452-a1.5-p16-l8,64,0,0,64,true,true,0
natural-453-a1.5-p16-l8,128,0,0,128,true,true,0
natural-454-a1.5-p16-l8,256,0,0,256,true,true,0
natural-455-a1.5-p16-l8,512,0,0,512,true,true,0
natural-456-a1.5-p16-l8,64,0,0,64,true,true,0
natural-457-a1.5-p16-l8,128,0,0,128,true,true,0
natural-458-a1.5-p16-l8,256,0,0,256,true,true,0
natural-459-a1.5-p16-l8,512,0,0,512,true,true,0
natural-460-a1.5-p16-l8,64,0,0,64,true,true,0
natural-461-a1.5-p16-l8,128,0,0,128,true,true,0
natural-462-a1.5-p16-l8,256,0,0,256,true,true,0
natural-463-a1.5-p16-l8,512,40,32,512,true,true,-8
natural-464-a1.5-p16-l8,64,0,0,64,true,true,0
natural-465-a1.5-p16-l8,128,8,24,128,true,true,16
natural-466-a1.5-p16-l8,256,88,96,256,true,true,8
natural-467-a1.5-p16-l8,512,128,152,512,true,true,24
natural-468-a1.5-p16-l8,64,8,8,64,true,true,0
natural-469-a1.5-p16-l8,128,24,32,128,true,true,8
natural-470-a1.5-p16-l8,256,56,64,256,true,true,8
natural-471-a1.5-p16-l8,512,208,224,512,true,true,16
natural-472-a1.5-p16-l8,64,0,0,64,true,true,0
natural-473-a1.5-p16-l8,128,0,0,128,true,true,0
natural-474-a1.5-p16-l8,256,0,0,256,true,true,0
natural-475-a1.5-p16-l8,512,32,40,512,true,true,8
natural-476-a1.5-p16-l8,64,0,0,64,true,true,0
natural-477-a1.5-p16-l8,128,0,0,128,true,true,0
natural-478-a1.5-p16-l8,256,0,0,256,true,true,0
natural-479-a1.5-p16-l8,512,0,0,512,true,true,0
natural-480-a1.5-p16-l8,64,0,0,64,true,true,0
natural-481-a1.5-p16-l8,128,0,0,128,true,true,0
natural-482-a1.5-p16-l8,256,0,0,256,true,true,0
natural-483-a1.5-p16-l8,512,0,0,512,true,true,0
natural-484-a1.5-p16-l8,64,0,0,64,true,true,0
natural-485-a1.5-p16-l8,128,16,16,128,true,true,0
natural-486-a1.5-p16-l8,256,24,24,256,true,true,0
natural-487-a1.5-p16-l8,512,120,120,512,true,true,0
natural-488-a1.5-p16-l8,64,0,0,64,true,true,0
natural-489-a1.5-p16-l8,128,0,0,128,true,true,0
natural-490-a1.5-p16-l8,256,0,0,256,true,true,0
natural-491-a1.5-p16-l8,512,0,0,512,true,true,0
natural-492-a1.5-p16-l8,64,0,0,64,true,true,0
natural-493-a1.5-p16-l8,128,0,0,128,true,true,0
natural-494-a1.5-p16-l8,256,0,0,256,true,true,0
natural-495-a1.5-p16-l8,512,0,0,512,true,true,0
natural-496-a1.5-p16-l8,64,0,0,64,true,true,0
natural-497-a1.5-p16-l8,128,0,0,128,true,true,0
natural-498-a1.5-p16-l8,256,0,0,256,true,true,0
natural-499-a1.5-p16-l8,512,0,0,512,true,true,0
natural-500-a1.5-p16-l8,64,0,0,64,true,true,0
natural-501-a1.5-p16-l8,128,0,0,128,true,true,0
natural-502-a1.5-p16-l8,256,0,0,256,true,true,0
natural-503-a1.5-p16-l8,512,0,0,512,true,true,0
natural-504-a1.5-p16-l8,64,0,0,64,true,true,0
natural-505-a1.5-p16-l8,128,0,0,128,true,true,0
natural-506-a1.5-p16-l8,256,0,0,256,true,true,0
natural-507-a1.5-p16-l8,512,0,0,512,true,true,0
natural-508-a1.5-p16-l8,64,0,0,64,true,true,0
natural-509-a1.5-p16-l8,128,0,0,128,true,true,0
natural-510-a1.5-p16-l8,256,0,0,256,true,true,0
natural-511-a1.5-p16-l8,512,8,8,512,true,true,0
natural-512-a1.5-p16-l8,64,0,0,64,true,true,0
natural-513-a1.5-p16-l8,128,24,16,128,true,true,-8
natural-514-a1.5-p16-l8,256,128,144,256,true,true,16
natural-515-a1.5-p16-l8,512,320,352,512,true,true,32
natural-516-a1.5-p16-l8,64,0,0,64,true,true,0
natural-517-a1.5-p16-l8,128,0,8,128,true,true,8
natural-518-a1.5-p16-l8,256,8,16,256,true,true,8
natural-519-a1.5-p16-l8,512,96,112,512,true,true,16
natural-520-a1.5-p16-l8,64,0,0,64,true,true,0
natural-521-a1.5-p16-l8,128,0,0,128,true,true,0
natural-522-a1.5-p16-l8,256,0,8,256,true,true,8
natural-523-a1.5-p16-l8,512,0,0,512,true,true,0
natural-524-a1.5-p16-l8,64,0,0,64,true,true,0
natural-525-a1.5-p16-l8,128,0,0,128,true,true,0
natural-526-a1.5-p16-l8,256,0,0,256,true,true,0
natural-527-a1.5-p16-l8,512,0,0,512,true,true,0
natural-528-a1.5-p16-l8,64,0,0,64,true,true,0
natural-529-a1.5-p16-l8,128,0,0,128,true,true,0
natural-530-a1.5-p16-l8,256,0,0,256,true,true,0
natural-531-a1.5-p16-l8,512,0,0,512,true,true,0
natural-532-a1.5-p16-l8,64,0,0,64,true,true,0
natural-533-a1.5-p16-l8,128,0,0,128,true,true,0
natural-534-a1.5-p16-l8,256,16,16,256,true,true,0
natural-535-a1.5-p16-l8,512,0,0,512,true,true,0
natural-536-a1.5-p16-l8,64,0,0,64,true,true,0
natural-537-a1.5-p16-l8,128,0,0,128,true,true,0
natural-538-a1.5-p16-l8,256,0,0,256,true,true,0
natural-539-a1.5-p16-l8,512,0,0,512,true,true,0
natural-540-a1.5-p16-l8,64,0,0,64,true,true,0
natural-541-a1.5-p16-l8,128,0,0,128,true,true,0
natural-542-a1.5-p16-l8,256,0,0,256,true,true,0
natural-543-a1.5-p16-l8,512,0,0,512,true,true,0
natural-544-a1.5-p16-l8,64,0,0,64,true,true,0
natural-545-a1.5-p16-l8,128,0,0,128,true,true,0
natural-546-a1.5-p16-l8,256,0,0,256,true,true,0
natural-547-a1.5-p16-l8,512,0,0,512,true,true,0
natural-548-a1.5-p16-l8,64,0,0,64,true,true,0
natural-549-a1.5-p16-l8,128,0,0,128,true,true,0
natural-550-a1.5-p16-l8,256,0,0,256,true,true,0
natural-551-a1.5-p16-l8,512,8,8,512,true,true,0
natural-552-a1.5-p16-l8,64,0,0,64,true,true,0
natural-553-a1.5-p16-l8,128,0,0,128,true,true,0
natural-554-a1.5-p16-l8,256,0,0,256,true,true,0
natural-555-a1.5-p16-l8,512,8,8,512,true,true,0
natural-556-a1.5-p16-l8,64,0,0,64,true,true,0
natural-557-a1.5-p16-l8,128,16,8,128,true,true,-8
natural-558-a1.5-p16-l8,256,0,0,256,true,true,0
natural-559-a1.5-p16-l8,512,8,0,512,true,true,-8
natural-560-a1.5-p16-l8,64,0,0,64,true,true,0
natural-561-a1.5-p16-l8,128,0,0,128,true,true,0
natural-562-a1.5-p16-l8,256,32,40,256,true,true,8
natural-563-a1.5-p16-l8,512,184,216,512,true,true,32
natural-564-a1.5-p16-l8,64,0,0,64,true,true,0
natural-565-a1.5-p16-l8,128,0,0,128,true,true,0
natural-566-a1.5-p16-l8,256,160,152,256,true,true,-8
natural-567-a1.5-p16-l8,512,16,24,512,true,true,8
natural-568-a1.5-p16-l8,64,0,0,64,true,true,0
natural-569-a1.5-p16-l8,128,0,0,128,true,true,0
natural-570-a1.5-p16-l8,256,40,48,256,true,true,8
natural-571-a1.5-p16-l8,512,32,32,512,true,true,0
natural-572-a1.5-p16-l8,64,0,0,64,true,true,0
natural-573-a1.5-p16-l8,128,0,0,128,true,true,0
natural-574-a1.5-p16-l8,256,0,0,256,true,true,0
natural-575-a1.5-p16-l8,512,0,0,512,true,true,0
natural-576-a1.5-p16-l8,64,0,0,64,true,true,0
natural-577-a1.5-p16-l8,128,0,0,128,true,true,0
natural-578-a1.5-p16-l8,256,0,0,256,true,true,0
natural-579-a1.5-p16-l8,512,0,0,512,true,true,0
natural-580-a1.5-p16-l8,64,8,8,64,true,true,0
natural-581-a1.5-p16-l8,128,0,0,128,true,true,0
natural-582-a1.5-p16-l8,256,0,0,256,true,true,0
natural-583-a1.5-p16-l8,512,104,104,512,true,true,0
natural-584-a1.5-p16-l8,64,0,0,64,true,true,0
natural-585-a1.5-p16-l8,128,0,0,128,true,true,0
natural-586-a1.5-p16-l8,256,0,0,256,true,true,0
natural-587-a1.5-p16-l8,512,0,0,512,true,true,0
natural-588-a1.5-p16-l8,64,0,0,64,true,true,0
natural-589-a1.5-p16-l8,128,0,0,128,true,true,0
natural-590-a1.5-p16-l8,256,0,0,256,true,true,0
natural-591-a1.5-p16-l8,512,8,8,512,true,true,0
natural-592-a1.5-p16-l8,64,0,0,64,true,true,0
natural-593-a1.5-p16-l8,128,0,0,128,true,true,0
natural-594-a1.5-p16-l8,256,0,0,256,true,true,0
natural-595-a1.5-p16-l8,512,0,0,512,true,true,0
natural-596-a1.5-p16-l8,64,0,0,64,true,true,0
natural-597-a1.5-p16-l8,128,0,0,128,true,true,0
natural-598-a1.5-p16-l8,256,0,0,256,true,true,0
natural-599-a1.5-p16-l8,512,0,0,512,true,true,0
natural-600-a1.5-p16-l8,64,0,0,64,true,true,0
natural-601-a1.5-p16-l8,128,0,0,128,true,true,0
natural-602-a1.5-p16-l8,256,0,0,256,true,true,0
natural-603-a1.5-p16-l8,512,0,0,512,true,true,0
natural-604-a1.5-p16-l8,64,0,0,64,true,true,0
natural-605-a1.5-p16-l8,128,0,0,128,true,true,0
natural-606-a1.5-p16-l8,256,0,0,256,true,true,0
natural-607-a1.5-p16-l8,512,0,0,512,true,true,0
natural-608-a1.5-p16-l8,64,0,0,64,true,true,0
natural-609-a1.5-p16-l8,128,16,24,128,true,true,8
natural-610-a1.5-p16-l8,256,64,72,256,true,true,8
natural-611-a1.5-p16-l8,512,80,120,512,true,true,40
natural-612-a1.5-p16-l8,64,0,0,64,true,true,0
natural-613-a1.5-p16-l8,128,0,0,128,true,true,0
natural-614-a1.5-p16-l8,256,0,0,256,true,true,0
natural-615-a1.5-p16-l8,512,216,232,512,true,true,16
natural-616-a1.5-p16-l8,64,0,0,64,true,true,0
natural-617-a1.5-p16-l8,128,0,0,128,true,true,0
natural-618-a1.5-p16-l8,256,16,24,256,true,true,8
natural-619-a1.5-p16-l8,512,40,40,512,true,true,0
natural-620-a1.5-p16-l8,64,0,0,64,true,true,0
natural-621-a1.5-p16-l8,128,0,0,128,true,true,0
natural-622-a1.5-p16-l8,256,0,0,256,true,true,0
natural-623-a1.5-p16-l8,512,8,8,512,true,true,0
natural-624-a1.5-p16-l8,64,0,0,64,true,true,0
natural-625-a1.5-p16-l8,128,0,0,128,true,true,0
natural-626-a1.5-p16-l8,256,0,0,256,true,true,0
natural-627-a1.5-p16-l8,512,0,0,512,true,true,0
natural-628-a1.5-p16-l8,64,0,0,64,true,true,0
natural-629-a1.5-p16-l8,128,0,0,128,true,true,0
natural-630-a1.5-p16-l8,256,0,0,256,true,true,0
natural-631-a1.5-p16-l8,512,0,0,512,true,true,0
natural-632-a1.5-p16-l8,64,0,0,64,true,true,0
natural-633-a1.5-p16-l8,128,0,0,128,true,true,0
natural-634-a1.5-p16-l8,256,0,0,256,true,true,0
natural-635-a1.5-p16-l8,512,0,0,512,true,true,0
natural-636-a1.5-p16-l8,64,0,0,64,true,true,0
natural-637-a1.5-p16-l8,128,0,0,128,true,true,0
natural-638-a1.5-p16-l8,256,0,0,256,true,true,0
natural-639-a1.5-p16-l8,512,0,0,512,true,true,0
natural-640-a1.5-p16-l8,64,0,0,64,true,true,0
natural-641-a1.5-p16-l8,128,0,0,128,true,true,0
natural-642-a1.5-p16-l8,256,0,0,256,true,true,0
natural-643-a1.5-p16-l8,512,0,0,512,true,true,0
natural-644-a1.5-p16-l8,64,0,0,64,true,true,0
natural-645-a1.5-p16-l8,128,0,0,128,true,true,0
natural-646-a1.5-p16-l8,256,0,0,256,true,true,0
natural-647-a1.5-p16-l8,512,0,0,512,true,true,0
natural-648-a1.5-p16-l8,64,0,0,64,true,true,0
natural-649-a1.5-p16-l8,128,0,0,128,true,true,0
natural-650-a1.5-p16-l8,256,0,0,256,true,true,0
natural-651-a1.5-p16-l8,512,40,40,512,true,true,0
natural-652-a1.5-p16-l8,64,0,0,64,true,true,0
natural-653-a1.5-p16-l8,128,0,0,128,true,true,0
natural-654-a1.5-p16-l8,256,0,0,256,true,true,0
natural-655-a1.5-p16-l8,512,16,8,512,true,true,-8
natural-656-a1.5-p16-l8,64,0,0,64,true,true,0
natural-657-a1.5-p16-l8,128,16,40,128,true,true,24
natural-658-a1.5-p16-l8,256,136,144,256,true,true,8
natural-659-a1.5-p16-l8,512,168,208,512,true,true,40
natural-660-a1.5-p16-l8,64,0,0,64,true,true,0
natural-661-a1.5-p16-l8,128,0,0,128,true,true,0
natural-662-a1.5-p16-l8,256,24,40,256,true,true,16
natural-663-a1.5-p16-l8,512,32,64,512,true,true,32
natural-664-a1.5-p16-l8,64,0,0,64,true,true,0
natural-665-a1.5-p16-l8,128,0,0,128,true,true,0
natural-666-a1.5-p16-l8,256,0,0,256,true,true,0
natural-667-a1.5-p16-l8,512,64,96,512,true,true,32
natural-668-a1.5-p16-l8,64,0,0,64,true,true,0
natural-669-a1.5-p16-l8,128,0,0,128,true,true,0
natural-670-a1.5-p16-l8,256,0,0,256,true,true,0
natural-671-a1.5-p16-l8,512,0,0,512,true,true,0
natural-672-a1.5-p16-l8,64,0,0,64,true,true,0
natural-673-a1.5-p16-l8,128,0,0,128,true,true,0
natural-674-a1.5-p16-l8,256,0,0,256,true,true,0
natural-675-a1.5-p16-l8,512,0,0,512,true,true,0
natural-676-a1.5-p16-l8,64,0,0,64,true,true,0
natural-677-a1.5-p16-l8,128,0,0,128,true,true,0
natural-678-a1.5-p16-l8,256,40,40,256,true,true,0
natural-679-a1.5-p16-l8,512,128,128,512,true,true,0
natural-680-a1.5-p16-l8,64,0,0,64,true,true,0
natural-681-a1.5-p16-l8,128,0,0,128,true,true,0
natural-682-a1.5-p16-l8,256,0,0,256,true,true,0
natural-683-a1.5-p16-l8,512,0,0,512,true,true,0
natural-684-a1.5-p16-l8,64,0,0,64,true,true,0
natural-685-a1.5-p16-l8,128,0,0,128,true,true,0
natural-686-a1.5-p16-l8,256,0,0,256,true,true,0
natural-687-a1.5-p16-l8,512,0,0,512,true,true,0
natural-688-a1.5-p16-l8,64,0,0,64,true,true,0
natural-689-a1.5-p16-l8,128,0,0,128,true,true,0
natural-690-a1.5-p16-l8,256,0,0,256,true,true,0
natural-691-a1.5-p16-l8,512,0,0,512,true,true,0
natural-692-a1.5-p16-l8,64,0,0,64,true,true,0
natural-693-a1.5-p16-l8,128,0,0,128,true,true,0
natural-694-a1.5-p16-l8,256,0,0,256,true,true,0
natural-695-a1.5-p16-l8,512,0,0,512,true,true,0
natural-696-a1.5-p16-l8,64,0,0,64,true,true,0
natural-697-a1.5-p16-l8,128,0,0,128,true,true,0
natural-698-a1.5-p16-l8,256,0,0,256,true,true,0
natural-699-a1.5-p16-l8,512,0,0,512,true,true,0
natural-700-a1.5-p16-l8,64,0,0,64,true,true,0
natural-701-a1.5-p16-l8,128,0,0,128,true,true,0
natural-702-a1.5-p16-l8,256,0,0,256,true,true,0
natural-703-a1.5-p16-l8,512,0,0,512,true,true,0
natural-704-a1.5-p16-l8,64,24,24,64,true,true,0
natural-705-a1.5-p16-l8,128,8,8,128,true,true,0
natural-706-a1.5-p16-l8,256,8,24,256,true,true,16
natural-707-a1.5-p16-l8,512,80,136,512,true,true,56
natural-708-a1.5-p16-l8,64,0,0,64,true,true,0
natural-709-a1.5-p16-l8,128,0,8,128,true,true,8
natural-710-a1.5-p16-l8,256,24,32,256,true,true,8
natural-711-a1.5-p16-l8,512,232,256,512,true,true,24
natural-712-a1.5-p16-l8,64,0,0,64,true,true,0
natural-713-a1.5-p16-l8,128,0,8,128,true,true,8
natural-714-a1.5-p16-l8,256,8,0,256,true,true,-8
natural-715-a1.5-p16-l8,512,104,128,512,true,true,24
natural-716-a1.5-p16-l8,64,0,0,64,true,true,0
natural-717-a1.5-p16-l8,128,0,0,128,true,true,0
natural-718-a1.5-p16-l8,256,0,0,256,true,true,0
natural-719-a1.5-p16-l8,512,0,0,512,true,true,0
natural-720-a1.5-p16-l8,64,0,0,64,true,true,0
natural-721-a1.5-p16-l8,128,0,0,128,true,true,0
natural-722-a1.5-p16-l8,256,0,0,256,true,true,0
natural-723-a1.5-p16-l8,512,0,0,512,true,true,0
natural-724-a1.5-p16-l8,64,8,8,64,true,true,0
natural-725-a1.5-p16-l8,128,8,8,128,true,true,0
natural-726-a1.5-p16-l8,256,0,0,256,true,true,0
natural-727-a1.5-p16-l8,512,8,8,512,true,true,0
natural-728-a1.5-p16-l8,64,0,0,64,true,true,0
natural-729-a1.5-p16-l8,128,0,0,128,true,true,0
natural-730-a1.5-p16-l8,256,0,0,256,true,true,0
natural-731-a1.5-p16-l8,512,0,0,512,true,true,0
natural-732-a1.5-p16-l8,64,0,0,64,true,true,0
natural-733-a1.5-p16-l8,128,0,0,128,true,true,0
natural-734-a1.5-p16-l8,256,0,0,256,true,true,0
natural-735-a1.5-p16-l8,512,0,0,512,true,true,0
natural-736-a1.5-p16-l8,64,0,0,64,true,true,0
natural-737-a1.5-p16-l8,128,0,0,128,true,true,0
natural-738-a1.5-p16-l8,256,0,0,256,true,true,0
natural-739-a1.5-p16-l8,512,0,0,512,true,true,0
natural-740-a1.5-p16-l8,64,0,0,64,true,true,0
natural-741-a1.5-p16-l8,128,0,0,128,true,true,0
natural-742-a1.5-p16-l8,256,0,0,256,true,true,0
natural-743-a1.5-p16-l8,512,0,0,512,true,true,0
natural-744-a1.5-p16-l8,64,0,0,64,true,true,0
natural-745-a1.5-p16-l8,128,0,0,128,true,true,0
natural-746-a1.5-p16-l8,256,0,0,256,true,true,0
natural-747-a1.5-p16-l8,512,0,0,512,true,true,0
natural-748-a1.5-p16-l8,64,0,0,64,true,true,0
natural-749-a1.5-p16-l8,128,0,0,128,true,true,0
natural-750-a1.5-p16-l8,256,0,0,256,true,true,0
natural-751-a1.5-p16-l8,512,0,0,512,true,true,0
natural-752-a1.5-p16-l8,64,0,0,64,true,true,0
natural-753-a1.5-p16-l8,128,0,0,128,true,true,0
natural-754-a1.5-p16-l8,256,152,168,256,true,true,16
natural-755-a1.5-p16-l8,512,264,304,512,true,true,40
natural-756-a1.5-p16-l8,64,0,0,64,true,true,0
natural-757-a1.5-p16-l8,128,24,16,128,true,true,-8
natural-758-a1.5-p16-l8,256,96,88,256,true,true,-8
natural-759-a1.5-p16-l8,512,224,248,512,true,true,24
natural-760-a1.5-p16-l8,64,0,0,64,true,true,0
natural-761-a1.5-p16-l8,128,0,0,128,true,true,0
natural-762-a1.5-p16-l8,256,40,56,256,true,true,16
natural-763-a1.5-p16-l8,512,144,192,512,true,true,48
natural-764-a1.5-p16-l8,64,0,0,64,true,true,0
natural-765-a1.5-p16-l8,128,0,0,128,true,true,0
natural-766-a1.5-p16-l8,256,0,0,256,true,true,0
natural-767-a1.5-p16-l8,512,0,0,512,true,true,0
=== TOTAL legacy=10712 v2=12256 keys=184320 delta=1544 ===
